SeriesTicker,SeriesName,EventTicker,MarketTicker,Time,EventEndTime,VolumeInDollar,OpenInterest,YesProb,NoProb,EventResult,RulesPrimary,KalshiURL,Tags
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01NWIND,KXNCAAWBGAME-26FEB01NWIND-NW,2026-02-01T16:00:00+00:00,2026-02-01T21:41:44Z,4202.00,108,0.19,0.81,no,"If Northwestern wins the Northwestern at Indiana women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01nwind,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01NWIND,KXNCAAWBGAME-26FEB01NWIND-IND,2026-02-01T16:00:00+00:00,2026-02-01T21:41:44Z,3343.00,194,0.89,0.11,yes,"If Indiana wins the Northwestern at Indiana women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01nwind,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01TOWSELON,KXNCAAWBGAME-26FEB01TOWSELON-TOWS,2026-02-01T16:00:00+00:00,2026-02-01T22:11:17Z,3828.00,290,0.34,0.66,no,"If Towson wins the Towson at Elon women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01towselon,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01TOWSELON,KXNCAAWBGAME-26FEB01TOWSELON-ELON,2026-02-01T16:00:00+00:00,2026-02-01T22:11:17Z,6428.00,81,0.76,0.24,yes,"If Elon wins the Towson at Elon women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01towselon,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01UNCWWM,KXNCAAWBGAME-26FEB01UNCWWM-WM,2026-02-01T17:00:00+00:00,2026-02-01T22:01:55Z,3492.00,1,0.86,0.14,yes,"If William & Mary wins the UNC Wilmington at William & Mary women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01uncwwm,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01UNCWWM,KXNCAAWBGAME-26FEB01UNCWWM-UNCW,2026-02-01T16:00:00+00:00,2026-02-01T22:01:55Z,1802.00,19,0.19,0.81,no,"If UNC Wilmington wins the UNC Wilmington at William & Mary women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01uncwwm,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01BUTXAV,KXNCAAWBGAME-26FEB01BUTXAV-XAV,2026-02-01T15:00:00+00:00,2026-02-01T20:36:54Z,26302.00,201,0.46,0.54,yes,"If Xavier wins the Butler at Xavier women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01butxav,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01BUTXAV,KXNCAAWBGAME-26FEB01BUTXAV-BUT,2026-02-01T15:00:00+00:00,2026-02-01T20:36:54Z,14068.00,398,0.6,0.4,no,"If Butler wins the Butler at Xavier women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01butxav,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01DREXNE,KXNCAAWBGAME-26FEB01DREXNE-NE,2026-02-01T14:00:00+00:00,2026-02-01T20:02:59Z,3905.00,436,0.22,0.78,no,"If Northeastern wins the Drexel at Northeastern women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01drexne,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01DREXNE,KXNCAAWBGAME-26FEB01DREXNE-DREX,2026-02-01T14:00:00+00:00,2026-02-01T20:02:59Z,4844.00,281,0.84,0.16,yes,"If Drexel wins the Drexel at Northeastern women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01drexne,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01MONMSTON,KXNCAAWBGAME-26FEB01MONMSTON-STON,2026-02-01T14:00:00+00:00,2026-02-01T20:07:11Z,11323.00,133,0.45,0.55,yes,"If Stony Brook wins the Monmouth at Stony Brook women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01monmston,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01MONMSTON,KXNCAAWBGAME-26FEB01MONMSTON-MONM,2026-02-01T14:00:00+00:00,2026-02-01T20:07:11Z,3886.00,21,0.65,0.35,no,"If Monmouth wins the Monmouth at Stony Brook women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01monmston,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01RICHVCU,KXNCAAWBGAME-26FEB01RICHVCU-VCU,2026-02-01T15:00:00+00:00,2026-02-01T20:36:55Z,52790.00,2441,0.05,0.95,no,"If VCU wins the Richmond at VCU women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01richvcu,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01RICHVCU,KXNCAAWBGAME-26FEB01RICHVCU-RICH,2026-02-01T15:00:00+00:00,2026-02-01T20:36:55Z,16496.00,1143,0.96,0.04,yes,"If Richmond wins the Richmond at VCU women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01richvcu,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01ALALSU,KXNCAAWBGAME-26FEB01ALALSU-LSU,2026-02-01T14:00:00+00:00,2026-02-01T19:57:07Z,28757.00,497,0.92,0.08,yes,"If LSU wins the Alabama at LSU women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01alalsu,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01ALALSU,KXNCAAWBGAME-26FEB01ALALSU-ALA,2026-02-01T14:00:00+00:00,2026-02-01T19:57:07Z,66020.00,2546,0.12,0.88,no,"If Alabama wins the Alabama at LSU women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01alalsu,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01MICHMSU,KXNCAAWBGAME-26FEB01MICHMSU-MSU,2026-02-01T14:00:00+00:00,2026-02-01T19:37:24Z,197029.00,1271,0.38,0.62,no,"If Michigan St. wins the Michigan at Michigan St. women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01michmsu,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01MICHMSU,KXNCAAWBGAME-26FEB01MICHMSU-MICH,2026-02-01T14:00:00+00:00,2026-02-01T19:37:24Z,243857.00,2233,0.69,0.31,yes,"If Michigan wins the Michigan at Michigan St. women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01michmsu,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01BALLKENT,KXNCAAWBGAME-26FEB01BALLKENT-KENT,2026-02-01T14:00:00+00:00,2026-02-01T19:42:46Z,22708.00,443,0.32,0.68,no,"If Kent St. wins the Ball St. at Kent St. women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01ballkent,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01TENNCONN,KXNCAAWBGAME-26FEB01TENNCONN-TENN,2026-02-01T13:00:00+00:00,2026-02-01T19:17:24Z,691254.00,21121,0.04,0.96,no,"If Tennessee wins the Tennessee at UConn women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01tennconn,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01TENNCONN,KXNCAAWBGAME-26FEB01TENNCONN-CONN,2026-02-01T13:00:00+00:00,2026-02-01T19:17:24Z,125890.00,2132,0.98,0.02,yes,"If UConn wins the Tennessee at UConn women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01tennconn,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01WAKEDUKE,KXNCAAWBGAME-26FEB01WAKEDUKE-WAKE,2026-02-01T13:00:00+00:00,2026-02-01T19:13:09Z,132932.00,17099,0.01,0.99,no,"If Wake Forest wins the Wake Forest at Duke women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01wakeduke,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01WAKEDUKE,KXNCAAWBGAME-26FEB01WAKEDUKE-DUKE,2026-02-01T13:00:00+00:00,2026-02-01T19:13:09Z,17237.00,861,0.99,0.01,yes,"If Duke wins the Wake Forest at Duke women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01wakeduke,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01LBSUHAW,KXNCAAWBGAME-26FEB01LBSUHAW-LBSU,2026-02-01T01:00:00+00:00,2026-02-01T07:00:57Z,282641.00,1165,0.04,0.96,no,"If Long Beach St. wins the Long Beach St. at Hawai'i women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01lbsuhaw,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26FEB01LBSUHAW,KXNCAAWBGAME-26FEB01LBSUHAW-HAW,2026-02-01T01:00:00+00:00,2026-02-01T07:00:57Z,196888.00,31,0.98,0.02,yes,"If Hawai'i wins the Long Beach St. at Hawai'i women's college basketball game originally scheduled for Feb 1, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26feb01lbsuhaw,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31GONZWSU,KXNCAAWBGAME-26JAN31GONZWSU-WSU,2026-01-31T23:00:00+00:00,2026-02-01T05:24:53Z,141331.00,75,0.18,0.82,no,"If Washington St. wins the Gonzaga at Washington St. women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31gonzwsu,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31GONZWSU,KXNCAAWBGAME-26JAN31GONZWSU-GONZ,2026-01-31T23:00:00+00:00,2026-02-01T05:24:53Z,122968.00,34,0.87,0.13,yes,"If Gonzaga wins the Gonzaga at Washington St. women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31gonzwsu,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31USDPORT,KXNCAAWBGAME-26JAN31USDPORT-USD,2026-01-31T22:00:00+00:00,2026-02-01T03:30:50Z,42340.00,116,0.14,0.86,no,"If San Diego wins the San Diego at Portland women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31usdport,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31USDPORT,KXNCAAWBGAME-26JAN31USDPORT-PORT,2026-01-31T22:00:00+00:00,2026-02-01T03:30:50Z,15968.00,1661,0.91,0.09,yes,"If Portland wins the San Diego at Portland women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31usdport,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31BRWNHARV,KXNCAAWBGAME-26JAN31BRWNHARV-HARV,2026-01-31T20:00:00+00:00,2026-02-01T02:20:48Z,5408.00,1,0.9,0.1,yes,"If Harvard wins the Brown at Harvard women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31brwnharv,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31CSNUCSD,KXNCAAWBGAME-26JAN31CSNUCSD-UCSD,2026-01-31T20:00:00+00:00,2026-02-01T02:15:13Z,26850.00,1,0.85,0.15,yes,"If UC San Diego wins the Cal State Northridge at UC San Diego women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31csnucsd,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31CSNUCSD,KXNCAAWBGAME-26JAN31CSNUCSD-CSN,2026-01-31T20:00:00+00:00,2026-02-01T02:15:13Z,86638.00,30,0.06,0.94,no,"If Cal State Northridge wins the Cal State Northridge at UC San Diego women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31csnucsd,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31FGCUUNA,KXNCAAWBGAME-26JAN31FGCUUNA-UNA,2026-01-31T20:00:00+00:00,2026-02-01T02:15:13Z,6788.00,1,0.48,0.52,yes,"If North Alabama wins the Florida Gulf Coast at North Alabama women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31fgcuuna,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31PREHP,KXNCAAWBGAME-26JAN31PREHP-PRE,2026-02-01T15:00:00+00:00,2026-02-01T21:16:40Z,363830.00,116112,0.02,0.98,no,"If Presbyterian wins the Presbyterian at High Point women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31prehp,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31PREHP,KXNCAAWBGAME-26JAN31PREHP-HP,2026-02-01T15:00:00+00:00,2026-02-01T21:16:40Z,29728.00,12989,0.99,0.01,yes,"If High Point wins the Presbyterian at High Point women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31prehp,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31SIUEUSI,KXNCAAWBGAME-26JAN31SIUEUSI-SIUE,2026-01-31T19:00:00+00:00,2026-02-01T01:01:22Z,5506.00,20,0.09,0.91,no,"If SIU Edwardsville wins the SIU Edwardsville at Southern Indiana women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31siueusi,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31AFAFRES,KXNCAAWBGAME-26JAN31AFAFRES-FRES,2026-01-31T20:00:00+00:00,2026-02-01T02:10:36Z,4642.00,203,0.82,0.18,no,"If Fresno St. wins the Air Force at Fresno St. women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31afafres,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31AFAFRES,KXNCAAWBGAME-26JAN31AFAFRES-AFA,2026-01-31T20:00:00+00:00,2026-02-01T02:10:36Z,17986.00,2294,0.08,0.92,yes,"If Air Force wins the Air Force at Fresno St. women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31afafres,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31UNCOEWU,KXNCAAWBGAME-26JAN31UNCOEWU-UNCO,2026-01-31T19:00:00+00:00,2026-02-01T00:35:22Z,6981.00,646,0.62,0.38,yes,"If Northern Colorado wins the Northern Colorado at Eastern Washington women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31uncoewu,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31UNCOEWU,KXNCAAWBGAME-26JAN31UNCOEWU-EWU,2026-01-31T19:00:00+00:00,2026-02-01T00:35:22Z,3414.00,589,0.42,0.58,no,"If Eastern Washington wins the Northern Colorado at Eastern Washington women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31uncoewu,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31NAUIDHO,KXNCAAWBGAME-26JAN31NAUIDHO-NAU,2026-01-31T18:00:00+00:00,2026-02-01T00:21:12Z,1974.00,502,0.04,0.96,no,"If Northern Arizona wins the Northern Arizona at Idaho women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31nauidho,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31NAUIDHO,KXNCAAWBGAME-26JAN31NAUIDHO-IDHO,2026-01-31T18:00:00+00:00,2026-02-01T00:21:12Z,3826.00,1,0.97,0.03,yes,"If Idaho wins the Northern Arizona at Idaho women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31nauidho,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31CSBUCD,KXNCAAWBGAME-26JAN31CSBUCD-UCD,2026-01-31T18:00:00+00:00,2026-02-01T00:21:18Z,11006.00,90,0.89,0.11,yes,"If UC Davis wins the Cal State Bakersfield at UC Davis women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31csbucd,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31CSBUCD,KXNCAAWBGAME-26JAN31CSBUCD-CSB,2026-01-31T18:00:00+00:00,2026-02-01T00:21:18Z,24005.00,5549,0.09,0.91,no,"If Cal State Bakersfield wins the Cal State Bakersfield at UC Davis women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31csbucd,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31YALEDART,KXNCAAWBGAME-26JAN31YALEDART-DART,2026-01-31T19:00:00+00:00,2026-02-01T00:35:23Z,9495.00,1402,0.53,0.47,yes,"If Dartmouth wins the Yale at Dartmouth women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31yaledart,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31BGSUTOL,KXNCAAWBGAME-26JAN31BGSUTOL-TOL,2026-01-31T22:00:00+00:00,2026-02-01T03:04:55Z,7964.00,2,0.77,0.23,yes,"If Toledo wins the Bowling Green at Toledo women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31bgsutol,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31BGSUTOL,KXNCAAWBGAME-26JAN31BGSUTOL-BGSU,2026-01-31T21:00:00+00:00,2026-02-01T03:04:55Z,3630.00,862,0.29,0.71,no,"If Bowling Green wins the Bowling Green at Toledo women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31bgsutol,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31SEALMU,KXNCAAWBGAME-26JAN31SEALMU-SEA,2026-01-31T19:00:00+00:00,2026-02-01T00:30:54Z,4408.00,278,0.05,0.95,no,"If Seattle wins the Seattle at Loyola Marymount women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31sealmu,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31SEALMU,KXNCAAWBGAME-26JAN31SEALMU-LMU,2026-01-31T19:00:00+00:00,2026-02-01T00:30:54Z,2832.00,1,0.97,0.03,yes,"If Loyola Marymount wins the Seattle at Loyola Marymount women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31sealmu,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31MURRBEL,KXNCAAWBGAME-26JAN31MURRBEL-MURR,2026-01-31T18:00:00+00:00,2026-02-01T00:25:27Z,10459.00,751,0.34,0.66,yes,"If Murray St. wins the Murray St. at Belmont women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31murrbel,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31CORPRIN,KXNCAAWBGAME-26JAN31CORPRIN-PRIN,2026-01-31T18:00:00+00:00,2026-02-01T00:21:18Z,57720.00,1719,0.98,0.02,yes,"If Princeton wins the Cornell at Princeton women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31corprin,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31CORPRIN,KXNCAAWBGAME-26JAN31CORPRIN-COR,2026-01-31T18:00:00+00:00,2026-02-01T00:21:18Z,531935.00,55831,0.03,0.97,no,"If Cornell wins the Cornell at Princeton women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31corprin,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31OREMD,KXNCAAWBGAME-26JAN31OREMD-ORE,2026-01-31T18:00:00+00:00,2026-02-01T00:21:11Z,43054.00,102,0.31,0.69,yes,"If Oregon wins the Oregon at Maryland women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31oremd,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31OREMD,KXNCAAWBGAME-26JAN31OREMD-MD,2026-01-31T18:00:00+00:00,2026-02-01T00:21:11Z,44154.00,1757,0.72,0.28,no,"If Maryland wins the Oregon at Maryland women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31oremd,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31SFORST,KXNCAAWBGAME-26JAN31SFORST-SF,2026-01-31T17:00:00+00:00,2026-01-31T23:26:21Z,1516.00,544,0.24,0.76,no,"If San Francisco wins the San Francisco at Oregon St. women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31sforst,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31SFORST,KXNCAAWBGAME-26JAN31SFORST-ORST,2026-01-31T17:00:00+00:00,2026-01-31T23:26:21Z,4056.00,19,0.8,0.2,yes,"If Oregon St. wins the San Francisco at Oregon St. women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31sforst,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31ACSUU,KXNCAAWBGAME-26JAN31ACSUU-SUU,2026-01-31T17:00:00+00:00,2026-01-31T23:26:22Z,6012.00,20,0.33,0.67,yes,"If Southern Utah wins the Abilene Christian at Southern Utah women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31acsuu,Basketball
KXNCAAWBGAME,College Basketball Women's Game,KXNCAAWBGAME-26JAN31ACSUU,KXNCAAWBGAME-26JAN31ACSUU-AC,2026-01-31T17:00:00+00:00,2026-01-31T23:26:22Z,2816.00,31,0.79,0.21,no,"If Abilene Christian wins the Abilene Christian at Southern Utah women's college basketball game originally scheduled for Jan 31, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaawbgame/college-basketball-womens-game/kxncaawbgame-26jan31acsuu,Basketball
