SeriesTicker,SeriesName,EventTicker,MarketTicker,Time,EventEndTime,VolumeInDollar,OpenInterest,YesProb,NoProb,EventResult,RulesPrimary,KalshiURL,Tags
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04ETAMNWST,KXNCAAMBGAME-26FEB04ETAMNWST-ETAM,2026-02-04T21:00:00+00:00,2026-02-05T02:46:13Z,43115.00,1770,0.41,0.59,yes,"If East Texas A&M wins the East Texas A&M at Northwestern St. men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04etamnwst,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04GBNKU,KXNCAAMBGAME-26FEB04GBNKU-NKU,2026-02-04T21:00:00+00:00,2026-02-05T03:05:54Z,235570.00,3615,0.73,0.27,no,"If Northern Kentucky wins the Green Bay at Northern Kentucky men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04gbnku,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04GBNKU,KXNCAAMBGAME-26FEB04GBNKU-GB,2026-02-04T21:00:00+00:00,2026-02-05T03:05:54Z,240664.00,7814,0.29,0.71,yes,"If Green Bay wins the Green Bay at Northern Kentucky men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04gbnku,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04LIBDEL,KXNCAAMBGAME-26FEB04LIBDEL-LIB,2026-02-04T21:00:00+00:00,2026-02-05T02:32:12Z,346233.00,92254,0.91,0.09,yes,"If Liberty wins the Liberty at Delaware men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04libdel,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04LIBDEL,KXNCAAMBGAME-26FEB04LIBDEL-DEL,2026-02-04T21:00:00+00:00,2026-02-05T02:32:12Z,192755.00,14471,0.11,0.89,no,"If Delaware wins the Liberty at Delaware men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04libdel,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04USTSDST,KXNCAAMBGAME-26FEB04USTSDST-UST,2026-02-04T20:00:00+00:00,2026-02-05T02:16:41Z,91959.00,8354,0.54,0.46,yes,"If St. Thomas wins the St. Thomas at South Dakota St. men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04ustsdst,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04USTSDST,KXNCAAMBGAME-26FEB04USTSDST-SDST,2026-02-04T20:00:00+00:00,2026-02-05T02:16:41Z,75061.00,872,0.48,0.52,no,"If South Dakota St. wins the St. Thomas at South Dakota St. men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04ustsdst,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04OAKCLEV,KXNCAAMBGAME-26FEB04OAKCLEV-OAK,2026-02-04T21:00:00+00:00,2026-02-05T03:11:57Z,75646.00,4332,0.74,0.26,no,"If Oakland wins the Oakland at Cleveland St. men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04oakclev,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04OAKCLEV,KXNCAAMBGAME-26FEB04OAKCLEV-CLEV,2026-02-04T21:00:00+00:00,2026-02-05T03:11:57Z,61581.00,1137,0.27,0.73,yes,"If Cleveland St. wins the Oakland at Cleveland St. men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04oakclev,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04USMMRSH,KXNCAAMBGAME-26FEB04USMMRSH-USM,2026-02-04T21:00:00+00:00,2026-02-05T03:11:57Z,65176.00,837,0.2,0.8,no,"If Southern Miss wins the Southern Miss at Marshall men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04usmmrsh,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04USMMRSH,KXNCAAMBGAME-26FEB04USMMRSH-MRSH,2026-02-04T21:00:00+00:00,2026-02-05T03:11:57Z,73300.00,1664,0.82,0.18,yes,"If Marshall wins the Southern Miss at Marshall men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04usmmrsh,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04FURETSU,KXNCAAMBGAME-26FEB04FURETSU-FUR,2026-02-04T21:00:00+00:00,2026-02-05T03:05:54Z,211348.00,2616,0.29,0.71,no,"If Furman wins the Furman at East Tennessee St. men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04furetsu,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04FURETSU,KXNCAAMBGAME-26FEB04FURETSU-ETSU,2026-02-04T21:00:00+00:00,2026-02-05T03:05:54Z,168313.00,2169,0.72,0.28,yes,"If East Tennessee St. wins the Furman at East Tennessee St. men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04furetsu,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04ULMODU,KXNCAAMBGAME-26FEB04ULMODU-ULM,2026-02-04T21:00:00+00:00,2026-02-05T03:15:48Z,292576.00,11760,0.12,0.88,yes,"If Louisiana-Monroe wins the Louisiana-Monroe at Old Dominion men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04ulmodu,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04ULMODU,KXNCAAMBGAME-26FEB04ULMODU-ODU,2026-02-04T21:00:00+00:00,2026-02-05T03:15:48Z,188119.00,3131,0.9,0.1,no,"If Old Dominion wins the Louisiana-Monroe at Old Dominion men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04ulmodu,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04WCUUNCG,KXNCAAMBGAME-26FEB04WCUUNCG-WCU,2026-02-04T20:00:00+00:00,2026-02-05T01:33:05Z,1660266.00,27868,0.54,0.46,no,"If Western Carolina wins the Western Carolina at UNC Greensboro men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04wcuuncg,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04WCUUNCG,KXNCAAMBGAME-26FEB04WCUUNCG-UNCG,2026-02-04T20:00:00+00:00,2026-02-05T01:33:05Z,1511928.00,28088,0.48,0.52,yes,"If UNC Greensboro wins the Western Carolina at UNC Greensboro men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04wcuuncg,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04DUQGMU,KXNCAAMBGAME-26FEB04DUQGMU-GMU,2026-02-04T21:00:00+00:00,2026-02-05T03:03:35Z,547445.00,35880,0.77,0.23,no,"If George Mason wins the Duquesne at George Mason men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04duqgmu,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04DUQGMU,KXNCAAMBGAME-26FEB04DUQGMU-DUQ,2026-02-04T21:00:00+00:00,2026-02-05T03:03:35Z,377487.00,2926,0.24,0.76,yes,"If Duquesne wins the Duquesne at George Mason men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04duqgmu,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04LEHLMD,KXNCAAMBGAME-26FEB04LEHLMD-LMD,2026-02-04T21:00:00+00:00,2026-02-05T02:53:06Z,161438.00,1446,0.56,0.44,yes,"If Loyola Maryland wins the Lehigh at Loyola Maryland men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04lehlmd,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04LEHLMD,KXNCAAMBGAME-26FEB04LEHLMD-LEH,2026-02-04T21:00:00+00:00,2026-02-05T02:53:06Z,141949.00,1670,0.44,0.56,no,"If Lehigh wins the Lehigh at Loyola Maryland men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04lehlmd,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04NDLOU,KXNCAAMBGAME-26FEB04NDLOU-ND,2026-02-04T20:00:00+00:00,2026-02-05T02:26:51Z,790246.00,25205,0.06,0.94,no,"If Notre Dame wins the Notre Dame at Louisville men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04ndlou,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04NDLOU,KXNCAAMBGAME-26FEB04NDLOU-LOU,2026-02-04T20:00:00+00:00,2026-02-05T02:26:51Z,316233.00,34831,0.95,0.05,yes,"If Louisville wins the Notre Dame at Louisville men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04ndlou,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04NAVYLAF,KXNCAAMBGAME-26FEB04NAVYLAF-NAVY,2026-02-04T20:00:00+00:00,2026-02-05T02:12:45Z,204558.00,45278,0.65,0.35,yes,"If Navy wins the Navy at Lafayette men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04navylaf,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04NAVYLAF,KXNCAAMBGAME-26FEB04NAVYLAF-LAF,2026-02-04T20:00:00+00:00,2026-02-05T02:12:45Z,56394.00,2610,0.36,0.64,no,"If Lafayette wins the Navy at Lafayette men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04navylaf,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04UCFHOU,KXNCAAMBGAME-26FEB04UCFHOU-UCF,2026-02-04T21:00:00+00:00,2026-02-05T02:36:38Z,463086.00,136939,0.08,0.92,no,"If UCF wins the UCF at Houston men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04ucfhou,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04UCFHOU,KXNCAAMBGAME-26FEB04UCFHOU-HOU,2026-02-04T21:00:00+00:00,2026-02-05T02:36:38Z,180996.00,17884,0.94,0.06,yes,"If Houston wins the UCF at Houston men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04ucfhou,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04ULLJMU,KXNCAAMBGAME-26FEB04ULLJMU-ULL,2026-02-04T21:00:00+00:00,2026-02-05T02:46:39Z,129925.00,546,0.22,0.78,yes,"If Louisiana wins the Louisiana at James Madison men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04ulljmu,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04ULLJMU,KXNCAAMBGAME-26FEB04ULLJMU-JMU,2026-02-04T21:00:00+00:00,2026-02-05T02:46:39Z,172552.00,2790,0.8,0.2,no,"If James Madison wins the Louisiana at James Madison men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04ulljmu,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04WRSTRMU,KXNCAAMBGAME-26FEB04WRSTRMU-WRST,2026-02-04T21:00:00+00:00,2026-02-05T03:03:26Z,255233.00,10414,0.57,0.43,no,"If Wright St. wins the Wright St. at Robert Morris men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04wrstrmu,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04WRSTRMU,KXNCAAMBGAME-26FEB04WRSTRMU-RMU,2026-02-04T21:00:00+00:00,2026-02-05T03:03:26Z,229136.00,4712,0.43,0.57,yes,"If Robert Morris wins the Wright St. at Robert Morris men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04wrstrmu,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04LONGWEBB,KXNCAAMBGAME-26FEB04LONGWEBB-WEBB,2026-02-04T21:00:00+00:00,2026-02-05T03:03:27Z,69573.00,1632,0.12,0.88,no,"If Gardner-Webb wins the Longwood at Gardner-Webb men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04longwebb,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04LONGWEBB,KXNCAAMBGAME-26FEB04LONGWEBB-LONG,2026-02-04T21:00:00+00:00,2026-02-05T03:03:27Z,97598.00,7983,0.9,0.1,yes,"If Longwood wins the Longwood at Gardner-Webb men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04longwebb,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04GWJOES,KXNCAAMBGAME-26FEB04GWJOES-JOES,2026-02-04T20:00:00+00:00,2026-02-05T02:26:53Z,267658.00,15480,0.51,0.49,yes,"If Saint Joseph's wins the George Washington at Saint Joseph's men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04gwjoes,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04GWJOES,KXNCAAMBGAME-26FEB04GWJOES-GW,2026-02-04T20:00:00+00:00,2026-02-05T02:26:53Z,211267.00,13718,0.5,0.5,no,"If George Washington wins the George Washington at Saint Joseph's men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04gwjoes,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04TROYGAST,KXNCAAMBGAME-26FEB04TROYGAST-TROY,2026-02-04T21:00:00+00:00,2026-02-05T02:36:41Z,62051.00,8611,0.69,0.31,yes,"If Troy wins the Troy at Georgia St. men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04troygast,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04TROYGAST,KXNCAAMBGAME-26FEB04TROYGAST-GAST,2026-02-04T21:00:00+00:00,2026-02-05T02:36:41Z,23652.00,470,0.32,0.68,no,"If Georgia St. wins the Troy at Georgia St. men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04troygast,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04TXSTGASO,KXNCAAMBGAME-26FEB04TXSTGASO-TXST,2026-02-04T21:00:00+00:00,2026-02-05T03:15:49Z,54818.00,1768,0.37,0.63,yes,"If Texas St. wins the Texas St. at Georgia Southern men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04txstgaso,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04TXSTGASO,KXNCAAMBGAME-26FEB04TXSTGASO-GASO,2026-02-04T21:00:00+00:00,2026-02-05T03:15:49Z,77594.00,2063,0.65,0.35,no,"If Georgia Southern wins the Texas St. at Georgia Southern men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04txstgaso,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04UTSAUSF,KXNCAAMBGAME-26FEB04UTSAUSF-UTSA,2026-02-04T20:00:00+00:00,2026-02-05T02:23:09Z,511187.00,51234,0.02,0.98,no,"If UTSA wins the UTSA at South Florida men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04utsausf,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04UTSAUSF,KXNCAAMBGAME-26FEB04UTSAUSF-USF,2026-02-04T20:00:00+00:00,2026-02-05T02:23:09Z,82257.00,6695,0.98,0.02,yes,"If South Florida wins the UTSA at South Florida men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04utsausf,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04TLSAFAU,KXNCAAMBGAME-26FEB04TLSAFAU-TLSA,2026-02-04T21:00:00+00:00,2026-02-05T02:32:09Z,520567.00,103927,0.55,0.45,yes,"If Tulsa wins the Tulsa at Florida Atlantic men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04tlsafau,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04TLSAFAU,KXNCAAMBGAME-26FEB04TLSAFAU-FAU,2026-02-04T21:00:00+00:00,2026-02-05T02:32:09Z,306083.00,15746,0.47,0.53,no,"If Florida Atlantic wins the Tulsa at Florida Atlantic men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04tlsafau,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04BUCKAMER,KXNCAAMBGAME-26FEB04BUCKAMER-BUCK,2026-02-04T21:00:00+00:00,2026-02-05T02:53:06Z,176699.00,438,0.22,0.78,yes,"If Bucknell wins the Bucknell at American men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04buckamer,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04BUCKAMER,KXNCAAMBGAME-26FEB04BUCKAMER-AMER,2026-02-04T21:00:00+00:00,2026-02-05T02:53:06Z,319208.00,8616,0.79,0.21,no,"If American wins the Bucknell at American men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04buckamer,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04ARSTCCAR,KXNCAAMBGAME-26FEB04ARSTCCAR-CCAR,2026-02-04T21:00:00+00:00,2026-02-05T02:53:09Z,149729.00,1540,0.4,0.6,no,"If Coastal Carolina wins the Arkansas St. at Coastal Carolina men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04arstccar,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04ARSTCCAR,KXNCAAMBGAME-26FEB04ARSTCCAR-ARST,2026-02-04T21:00:00+00:00,2026-02-05T02:53:09Z,132663.00,3042,0.61,0.39,yes,"If Arkansas St. wins the Arkansas St. at Coastal Carolina men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04arstccar,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04WINRAD,KXNCAAMBGAME-26FEB04WINRAD-WIN,2026-02-04T21:00:00+00:00,2026-02-05T02:42:32Z,94851.00,5118,0.61,0.39,yes,"If Winthrop wins the Winthrop at Radford men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04winrad,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04WINRAD,KXNCAAMBGAME-26FEB04WINRAD-RAD,2026-02-04T21:00:00+00:00,2026-02-05T02:42:32Z,48684.00,175,0.4,0.6,no,"If Radford wins the Winthrop at Radford men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04winrad,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04CHSOHP,KXNCAAMBGAME-26FEB04CHSOHP-HP,2026-02-04T21:00:00+00:00,2026-02-05T02:53:08Z,26549.00,7276,0.92,0.08,yes,"If High Point wins the Charleston Southern at High Point men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04chsohp,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04CHSOHP,KXNCAAMBGAME-26FEB04CHSOHP-CHSO,2026-02-04T21:00:00+00:00,2026-02-05T02:53:08Z,27161.00,3390,0.1,0.9,no,"If Charleston Southern wins the Charleston Southern at High Point men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04chsohp,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04BUTPROV,KXNCAAMBGAME-26FEB04BUTPROV-PROV,2026-02-04T21:00:00+00:00,2026-02-05T03:21:19Z,761499.00,6263,0.63,0.37,yes,"If Providence wins the Butler at Providence men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04butprov,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04BUTPROV,KXNCAAMBGAME-26FEB04BUTPROV-BUT,2026-02-04T21:00:00+00:00,2026-02-05T03:21:19Z,790329.00,12599,0.38,0.62,no,"If Butler wins the Butler at Providence men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04butprov,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04YSUPFW,KXNCAAMBGAME-26FEB04YSUPFW-YSU,2026-02-04T21:00:00+00:00,2026-02-05T02:36:21Z,36547.00,1473,0.44,0.56,yes,"If Youngstown St. wins the Youngstown St. at Purdue Fort Wayne men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04ysupfw,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04YSUPFW,KXNCAAMBGAME-26FEB04YSUPFW-PFW,2026-02-04T21:00:00+00:00,2026-02-05T02:36:21Z,89785.00,4627,0.58,0.42,no,"If Purdue Fort Wayne wins the Youngstown St. at Purdue Fort Wayne men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04ysupfw,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04MSUMINN,KXNCAAMBGAME-26FEB04MSUMINN-MSU,2026-02-04T21:00:00+00:00,2026-02-05T02:32:11Z,2527738.00,289182,0.82,0.18,no,"If Michigan St. wins the Michigan St. at Minnesota men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04msuminn,Basketball
KXNCAAMBGAME,Men's College Basketball Men's Game,KXNCAAMBGAME-26FEB04MSUMINN,KXNCAAMBGAME-26FEB04MSUMINN-MINN,2026-02-04T21:00:00+00:00,2026-02-05T02:32:11Z,1191822.00,43121,0.2,0.8,yes,"If Minnesota wins the Michigan St. at Minnesota men's college basketball game originally scheduled for Feb 4, 2026, then the market resolves to Yes.",https://kalshi.com/markets/kxncaambgame/mens-college-basketball-mens-game/kxncaambgame-26feb04msuminn,Basketball
